ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time,ent_weight
BB466,,UTC1000S,RUNNING,R20MSE410,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3600,51552,2022/5/16 15:32,2022/5/17 12:05,MTI,FBGA-78UEN,551815L.00L,,175.1896,,3000M,TA-A4,05/28/2022 MP,2200,1091A06T21,,R19ABFN13,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,175.1896,155.6121,2022/5/17 12:05,29386.09942
BB467,,UTC1000S,IDLE,,,,,,AMS078EN1005A,,,2022/5/17 02:55,,,,,,,,3000M,TA-A4,05/29/2022 MP,2200,,,R20MSE411,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,,
BB468,,UTC1000S,RUNNING,R19ABFB08,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2879,42636,2022/5/17 02:45,2022/5/17 13:02,WINBOND,TSOP2-54ME,62023J500ZZ,,279.6886,,3000M,TA-A4,05/30/2022 MP,2200,1091A07T21,,R19ABEQ02,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 13:02,39259.61667
BB469,,UTC1000S,RUNNING,R20MSEL13,,2200,048TWMS080,M70M1WP1CMS3423,AMS048TW1065A,2160,40594,2022/5/17 03:07,2022/5/17 08:48,MTI,TSOP1-48AM,908146.006,,380.2036,,3000M,TA-A4,05/31/2022 MP,2200,1091A07T41,,R82CMAV01,MBGA24J3U,ENG,ABU024MAA016A,1091A07C21,,380.2036,337.7158,2022/5/17 08:48,33837.89524
BB470,,UTC1000S,RUNNING,R20BUAR04,,2200,096EFBU001,IS46TR16128DL-125KBLA2-AS,ABU096EF2001A,4954,29156,2022/5/16 15:29,2022/5/17 09:45,ICSI,FBGA-96UEF,MRG956000Y1,,271.2028,,1000M,TA-A4,,2200,1091A07T21,,R19BUB809,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,,271.2028,240.8959,2022/5/17 09:45,25105.96078
BB471,,UTC1000S,RUNNING,R20MSE706,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3560,58909,2022/5/17 00:07,2022/5/17 20:27,MTI,FBGA-78UEN,551927L.00L,,175.1896,,3000M,TA-A4,,2200,,,R20MSE313,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 20:27,29386.09942
BB472,,UTC1000S,IN-REPAIR,,,,,,AAB178NN2001A,,,2022/5/17 07:41,,,,,MAL-B,,,3000M,TA-A4,,2200,,,R19ABFL18,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,132.725,117.893,,
BB473,,UTC1000S,RUNNING,R20MSEE01,,2200,048TWMS078,M73A1WP1CMS3422,AMS048TW1064A,1440,3653,2022/5/17 03:40,2022/5/17 07:33,MTI,TSOP1-48AM,FQHRX8Q.5X,,373.8857,,3000M,TA-A4,,2200,,,R20MSEC05,TSOP1-48AM,MTI,AMS048TW1064A,1091A08T41,,373.8857,332.104,2022/5/17 07:33,465.9904762
BB474,,UTC1000S,IDLE,,,,,,AAB178NN2001A,,,2022/5/16 15:45,,,,,,,,3000M,TA-A4,,2200,,,R19ABFN14,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,132.725,117.893,,
BB475,,UTC1000S,RUNNING,R20CSJ401,,2200,054TSCS006,7C1404B7CC,ACS054TS1011A,2880,3285,2022/5/17 03:47,2022/5/17 12:06,CYPRESS,TSOP2-54CME,612213040,,346.1053,,3000M,TA-A4,,2200,,,R20ABUJ01,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,346.1053,307.428,2022/5/17 12:06,403.875
BB476,,UTC1000S,RUNNING,R20ABS404,,2200,084UCAB027,GAA108/DB/W9751G6NB25I,AAB084CC9001A,5560,51228,2022/5/17 04:23,2022/5/17 23:44,WINBOND,FBGA-84UC2H,62063Y400ZZ,,287.1427,,3000M,TA-A4,,2200,1091A07T21,,R20ABS501,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,287.1427,255.0545,2022/5/17 23:44,10350.80833
BB477,,UTC1000S,RUNNING,R20NVW325,,2200,048TRNV047,30-P0LA02D905{T}{101-150},ANV048TR2013A,2160,76950,2022/5/16 20:51,2022/5/17 08:10,PHISON,TSOP1-48MR-C,R20NVW3,,190.692,,3000M,TA-A4,,2200,1091A07C21,,R20NVW302,TSOP1-48MR-C,PHISON,ANV048TR2013A,1091A07C21,,190.692,169.3822,2022/5/17 08:10,12650.35714
BB478,,UTC1000S,RUNNING,R20CDAC04,,2200,054TNCD017,EDCE05FTS000-GC-5G-TR-HP2,ACD054TN1001A,2880,36230,2022/5/16 12:45,2022/5/17 01:09,ETRON,TSOP2-54ME,BTN592.13.1,,232.0865,,3000M,TA-A4,,2200,1091A07T21,,R19ABF802,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,232.0865,206.1508,2022/5/17 01:09,32585.075
BB479,,UTC1000S,RUNNING,R20CDA203,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,6171,41062,2022/5/16 19:48,2022/5/17 15:20,ETRON,MBGA54A2L,BTN965.12.1,,315.7495,,3000M,TA-A4,,2200,,,R18YZBS07,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,315.7495,280.4645,2022/5/17 15:20,18776.85833
BB480,,UTC1000S,RUNNING,R20CDAD01,,2200,054TNCD017,EDCE05FTS000-GC-5G-TR-HP2,ACD054TN1001A,2877,35950,2022/5/17 07:01,2022/5/17 19:25,ETRON,TSOP2-54ME,BTN592.14.1,,232.0865,,3000M,TA-A4,,2200,,,R20CDAC05,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,,232.0865,206.1508,2022/5/17 19:25,32585.075
BB481,,UTC1000S,RUNNING,R19ABFB04,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,42636,2022/5/17 00:33,2022/5/17 10:51,WINBOND,TSOP2-54ME,62023J500ZZ,,279.6886,,3000M,TA-A5,,2200,1091A07T21,,R19ABF912,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 10:51,39259.61667
BB482,,UTC1000S,IDLE,,,,,,AAB178NN2001A,,,2022/5/17 03:55,,,,,,,,3000M,TA-A5,,2200,,,R19ABFL30,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,132.725,117.893,,
BB483,,UTC1000S,WAIT-SETUP,R20BUAR03,,2200,096EFBU001,IS46TR16128DL-125KBLA2-AS,ABU096EF2001A,4960,29156,2022/5/17 06:45,2022/5/17 09:51,ICSI,FBGA-96UEF,MRG956000Y1,M,271.2028,,2000M,TA-A5,,2200,1091A07T21,,R19BUB706,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,,271.2028,240.8959,2022/5/17 09:51,25105.96078
BB484,,UTC1000S,WAIT-SETUP,,,,,,CD066TA1007A,,,2022/5/17 05:55,,,,,MC,,,3000M,TA-A5,,2200,,,R20MSBN04,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,333.9066,296.5925,,
BB485,,UTC1000S,RUNNING,R20ABS307,,2200,084UCAB027,GAA108/DB/W9751G6NB25I,AAB084CC9001A,5600,53051,2022/5/16 16:26,2022/5/17 11:57,WINBOND,FBGA-84UC2H,62063Y400ZY,,287.1427,,3000M,TA-A5,,2200,1091A07T21,,R19ABFL28,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,287.1427,255.0545,2022/5/17 11:57,10350.80833
BB486,,UTC1000S,RUNNING,R18RKAH03,,2200,078EPRK003,Z32D-78ball{ARK-T},ARK078EP1001B,6000,25200,2022/5/15 18:34,2022/5/17 01:29,RK,FBGA-78UEP,JMC220426,,194.1381,,3000M,TA-A5,05/17/2022 SP,2200,1091A06C21,,R18RKAC01,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,2022/5/17 01:29,45783.5
BB487,,UTC1000S,RUNNING,R20ABU301,,2200,024MAAB073,AAG0460S0/AA/W25Q256JVBSQ,AAB024MAA010A,6003,22539,2022/5/17 03:52,2022/5/17 08:21,WINBOND,MBGA24J3U,61493V70052,,1337.2409,,3000M,TA-A5,05/18/2022 SP,2200,,,R20MSBQ01,TSOP1-48AM,MTI,AMS048TW1050A,1091A07T41,,1337.2409,1187.8042,2022/5/17 08:21,8375.991667
BB488,,UTC1000S,IDLE,,,,,,ABU056TH2001A,,,2022/5/17 07:08,,,,,,,,3000M,TA-A5,05/19/2022 SP,2200,,,R20VGB504,TSOP1-56/56,ISSI-VG,ABU056TH2001A,1091A10C41,,230.5418,204.7787,,
BB489,,UTC1000S,RUNNING,R20ABU302,,2200,024MAAB073,AAG0460S0/AA/W25Q256JVBSQ,AAB024MAA010A,5977,22539,2022/5/17 04:51,2022/5/17 09:19,WINBOND,MBGA24J3U,61493V70052,,1337.2409,,3000M,TA-A5,05/20/2022 SP,2200,,,R20VGB502,TSOP1-56/56,ISSI-VG,ABU056TH2001A,1091A10C41,,1337.2409,1187.8042,2022/5/17 09:19,8375.991667
BB490,,UTC1000S,RUNNING,R20BUBN04,,2200,054MFBU004,IS42S16800F-7BLI-AS,BU054MF1002A,3930,78794,2022/5/16 20:58,2022/5/17 10:00,ICSI,MINIBGA54A4,BTN409000Y1,,301.7539,,3000M,TA-A8,05/21/2022 SP,2200,1091A09C21,,R20BUAK09,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,,301.7539,268.0329,2022/5/17 10:00,8830.083333
BB496,,UTC1000S,RUNNING,R20MSEM06,,2200,048TWMS080,M70M1WP1CMS3423,AMS048TW1065A,2160,40849,2022/5/17 04:14,2022/5/17 09:55,MTI,TSOP1-48AM,910136.006,,380.2036,,3000M,TA-A8,05/22/2022 MP,2200,1091A07T41,,R20MSEL08,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,,380.2036,337.7158,2022/5/17 09:55,33837.89524
BB497,,UTC1000S,RUNNING,R20MSEM07,,2200,048TWMS080,M70M1WP1CMS3423,AMS048TW1065A,2160,40849,2022/5/17 05:17,2022/5/17 10:58,MTI,TSOP1-48AM,910136.006,,380.2036,,3000M,TA-A8,05/23/2022 MP,2200,1091A07T41,,R20MSEL09,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,,380.2036,337.7158,2022/5/17 10:58,33837.89524
BB498,,UTC1000S,RUNNING,R20BUB201,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2640,10798,2022/5/17 06:28,2022/5/17 15:15,ICSI,FBGA-78LEA,MRH817000Y1,,300.7119,,3000M,TA-A8,05/24/2022 MP,2200,,,R20BUA404,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,2022/5/17 15:15,3078.941176
BB499,,UTC1000S,RUNNING,R20ABSL02,,2200,060EMAB004,GAA112/LN/W971GG8NB-25,AAB060EM2001A,7820,76892,2022/5/16 11:53,2022/5/17 13:10,WINBOND,FBGA60UEM2-1,61456930053,,309.2533,,3000M,TA-A8,05/25/2022 MP,2200,1091A07T21,,R20ABSH02,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,,309.2533,274.6942,2022/5/17 13:10,14031.59167
BB500,,UTC1000S,WAIT-SETUP,R20CDA201,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,6199,41062,2022/5/17 06:39,2022/5/17 16:39,ETRON,MBGA54A2L,BTN965.12.1,ECC B,315.7495,,3000M,TA-A8,05/26/2022 MP,2200,,,R20ABR408,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,315.7495,280.4645,2022/5/17 16:39,18776.85833
BB501,,UTC1000S,IDLE,,,,,,AMS078EN1005A,,,2022/5/17 07:10,,,,,,,,3000M,TA-A6,05/27/2022 MP,2200,,,R20MSE413,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,,
BB502,,UTC1000S,RUNNING,R20ABAL02,,2200,054NBAB007,MAA052/GI/W9825G6JB-6I{AS,AAB054NB6001A,8119,16828,2022/5/17 00:35,2022/5/18 07:05,WINBOND,VFBGA54B4U,613901200,,266.1575,,3000M,TA-A6,05/28/2022 MP,2200,,,R20VGB403,VFBGA64B4U,ISSI-VG,ABU064RK1002A,1091A07C21,,266.1575,236.4144,2022/5/18 07:05,4475.828571
BB503,,UTC1000S,IDLE,,,,,,ABU096EF2001A,,,2022/5/17 06:55,,,,,,,,3000M,TA-A6,05/29/2022 MP,2200,,,R19BUB908,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,,271.2028,240.8959,,
BB504,,UTC1000S,RUNNING,R20NVW324,,2200,048TRNV047,30-P0LA02D905{T}{101-150},ANV048TR2013A,2160,76950,2022/5/16 19:09,2022/5/17 06:28,PHISON,TSOP1-48MR-C,R20NVW3,,190.692,,3000M,TA-A6,05/30/2022 MP,2200,1091A07C21,,R20NVW305,TSOP1-48MR-C,PHISON,ANV048TR2013A,1091A07C21,,190.692,169.3822,2022/5/17 06:28,12650.35714
BB505,,UTC1000S,RUNNING,R18RKAN02,,2200,078EPRK003,Z32D-78ball{ARK-T},ARK078EP1001B,6000,25200,2022/5/16 19:03,2022/5/18 01:58,RK,FBGA-78UEP,JMC220426-1,,194.1381,,3000M,TA-A6,05/31/2022 MP,2200,,,R18RKAG01,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,2022/5/18 01:58,45783.5
BB506,,UTC1000S,RUNNING,R20MSEM02,,2200,048TWMS080,M70M1WP1CMS3423,AMS048TW1065A,2160,40849,2022/5/17 06:53,2022/5/17 12:34,MTI,TSOP1-48AM,910136.006,,380.2036,,3000M,TA-A6,,2200,1091A07T41,,R20MSEL04,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,,380.2036,337.7158,2022/5/17 12:34,33837.89524
BB507,,UTC1000S,RUNNING,R20BUAF01,,2200,096EFBU002,IS46TR16256BL-107MBLA3-AS,ABU096EF2002A,4992,19552,2022/5/16 17:08,2022/5/17 16:00,ICSI,FBGA-96UEF,MRG695000Y2,,218.2585,,3000M,TA-A6,,2200,1091A07T21,,R20BUA902,FBGA-96UEF,ICSI,ABU096EF2002A,1091A07T21,,218.2585,193.8681,2022/5/17 16:00,5968
BB508,,UTC1000S,RUNNING,R20ABUJ10,,2200,096EFAB009,GAA103/LN/W634GU6NB-11,AAB096EF3001A,3340,24819,2022/5/16 17:51,2022/5/17 08:43,WINBOND,FBGA96UEF3-2,6206CW200,,224.1817,,3000M,TA-A6,,2200,1091A07T21,,R20ABTK03,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,224.1817,199.1294,2022/5/17 08:43,3505.933333
BB509,,UTC1000S,RUNNING,R20CDA206,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,6197,41062,2022/5/16 19:28,2022/5/17 15:06,ETRON,MBGA54A2L,BTN965.12.1,,315.7495,,3000M,TA-A6,,2200,,,R20CDA604,MBGA54A2L,ETRON,ACD054MF2003A,1091A07T41,,315.7495,280.4645,2022/5/17 15:06,18776.85833
BB510,,UTC1000S,WAIT-REPAIR,R20CDA205,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,6159,41062,2022/5/17 05:34,2022/5/17 17:35,ETRON,MBGA54A2L,BTN965.12.1,E7/B3,315.7495,,3000M,TA-A6,,2200,,,R20ABUR01,FBGA96UEL(2),WINBOND,AAB096EL1019A,1091A06T21,,315.7495,280.4645,2022/5/17 17:35,18776.85833
BB511,,UTC1000S,RUNNING,R20MSE804,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3600,56395,2022/5/16 21:20,2022/5/17 17:53,MTI,FBGA-78UEN,551491L.00L,,175.1896,,3000M,TA-A6,,2200,,,R20MSE512,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 17:53,29386.09942
BB512,,UTC1000S,RUNNING,R20BUAG02,,2200,096EFBU002,IS46TR16256BL-107MBLA3-AS,ABU096EF2002A,4960,20538,2022/5/17 07:03,2022/5/18 05:47,ICSI,FBGA-96UEF,MRH124000Y1,,218.2585,,3000M,TA-A6,,2200,1091A07T21,,R20BUAE02,FBGA-96UEF,ICSI,ABU096EF2002A,1091A07T21,,218.2585,193.8681,2022/5/18 05:47,5968
BB513,,UTC1000S,RUNNING,R20MSE704,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3560,58909,2022/5/16 18:55,2022/5/17 15:14,MTI,FBGA-78UEN,551927L.00L,,175.1896,,3000M,TA-A6,,2200,,,R20MSE310,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 15:14,29386.09942
BB514,,UTC1000S,RUNNING,R20BUAR06,,2200,096EFBU001,IS46TR16128DL-125KBLA2-AS,ABU096EF2001A,4329,29156,2022/5/16 22:57,2022/5/17 14:56,ICSI,FBGA-96UEF,MRG956000Y1,,271.2028,,3000M,TA-A6,,2200,1091A07T21,,R19BUB906,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,,271.2028,240.8959,2022/5/17 14:56,25105.96078
BB515,,UTC1000S,WAIT-REPAIR,R20ABUJ09,,2200,096EFAB009,GAA103/LN/W634GU6NB-11,AAB096EF3001A,2350,24819,2022/5/17 05:26,2022/5/17 01:06,WINBOND,FBGA96UEF3-2,6206CW200,D1,224.1817,,3000M,TA-A8,,2200,1091A07T21,,R20ABTK09,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,224.1817,199.1294,2022/5/17 01:06,3505.933333
BB516,,UTC1000S,IDLE,,,,,,AMS078EN1005A,,,2022/5/17 05:00,,,,,,,,3000M,TA-A6,,2200,,,R20MSE409,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,,
BB517,,UTC1000S,RUNNING,R20MSE901,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3558,55908,2022/5/17 02:29,2022/5/17 22:48,MTI,FBGA-78UEN,551000L.00L,,175.1896,,3000M,TA-A6,,2200,,,R20MSE311,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 22:48,29386.09942
BB518,,UTC1000S,RUNNING,R20MSE902,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3600,55908,2022/5/17 02:32,2022/5/17 23:05,MTI,FBGA-78UEN,551000L.00L,,175.1896,,3000M,TA-A6,,2200,,,R20MSE312,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 23:05,29386.09942
BB519,,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,2022/5/16 05:53,,,,,,,,3000M,TA-A6,,2200,,,R19ABN201,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,,
BB520,,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,2022/5/17 05:02,,,,,,,,3000M,TA-A6,,2200,,,R20ABRX04,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,,
BB521,,UTC1000S,WAIT-SETUP,R19ABFB07,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,42636,2022/5/17 06:53,2022/5/17 11:43,WINBOND,TSOP2-54ME,62023J500ZZ,M,279.6886,,3000M,TA-A7,,2200,1091A07T21,,R19ABFA01,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 11:43,39259.61667
BB522,,UTC1000S,IN-REPAIR,,,,,,ABU096EF2002A,,,2022/5/17 07:40,,,,,MAL-D,,,3000M,TA-A7,05/17/2022 SP,2200,,,R19ABFN09,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,218.2585,193.8681,,
BB523,,UTC1000S,RUNNING,R20ABSR05,,2200,060EMAB004,GAA112/LN/W971GG8NB-25,AAB060EM2001A,7511,49022,2022/5/16 15:55,2022/5/17 16:13,WINBOND,FBGA60UEM2-1,6145FR20051,,309.2533,,3000M,TA-A7,05/18/2022 SP,2200,1091A07T21,,R20ABSU04,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,,309.2533,274.6942,2022/5/17 16:13,14031.59167
BB524,,UTC1000S,RUNNING,R20AWC602,,2200,024MAAW045,6732L-24XD08RTJ4V2{A},AAW024MA6022C,8376,17384,2022/5/16 18:23,2022/5/17 07:25,MXIC,MINIBGA24A4L,8K157500,,643.1842,,3000M,TA-A7,05/19/2022 SP,2200,1091A07T41,,R20AWBG01,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,2022/5/17 07:25,2641.561905
BB525,,UTC1000S,WAIT-SETUP,R19ABFB11,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,42636,2022/5/17 07:32,2022/5/17 15:16,WINBOND,TSOP2-54ME,62023J500ZZ,M,279.6886,,3000M,TA-A7,05/20/2022 SP,2200,1091A07T21,,R19ABFB03,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 15:16,39259.61667
BB526,,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,2022/5/16 07:56,,,,,,,,3000M,TA-A7,05/21/2022 SP,2200,,,R19ABMW01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,,
BB527,,UTC1000S,RUNNING,R20BUAQ03,,2200,096EFBU001,IS46TR16128DL-125KBLA1-AS,ABU096EF2001A,4960,23509,2022/5/16 23:04,2022/5/17 17:21,ICSI,FBGA-96UEF,MRH078000Y1,,271.2028,,3000M,TA-A7,05/22/2022 SP,2200,1091A07T21,,R19BUB903,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,,271.2028,240.8959,2022/5/17 17:21,25105.96078
BB528,,UTC1000S,RUNNING,R20MSE801,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3587,56395,2022/5/16 16:45,2022/5/17 13:14,MTI,FBGA-78UEN,551491L.00L,,175.1896,,3000M,TA-A7,05/23/2022 SP,2200,,,R20MSE405,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 13:14,29386.09942
BB529,,UTC1000S,RUNNING,R19ABFB12,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,42636,2022/5/17 06:34,2022/5/17 16:52,WINBOND,TSOP2-54ME,62023J500ZZ,,279.6886,,3000M,TA-A7,05/24/2022 SP,2200,1091A07T21,,R19ABFB02,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 16:52,39259.61667
BB530,,UTC1000S,RUNNING,R20CDA105,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,6222,41129,2022/5/16 21:59,2022/5/17 17:42,ETRON,MBGA54A2L,BTN965.11.1,,315.7495,,3000M,TA-A7,05/25/2022 SP,2200,,,R20ABTK10,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,315.7495,280.4645,2022/5/17 17:42,18776.85833
BB531,,UTC1000S,IDLE,,,,,,ANV048TR2053A,,,2022/5/17 07:13,,,,,,,,3000M,TA-A7,05/26/2022 MP,2200,,,R20NVW603,TSOP1-48MR-C,PHISON,ANV048TR2053A,1091A07C21,,202.4905,179.8622,,
BB532,,UTC1000S,RUNNING,R18RKAP01,,2200,078EPRK003,Z32D-78ball{ARK-T},ARK078EP1001B,5892,9508,2022/5/17 04:55,2022/5/18 11:16,RK,FBGA-78UEP,JMC220426-1,,194.1381,,3000M,TA-A7,05/27/2022 MP,2200,,,R18RKAL05,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,2022/5/18 11:16,45783.5
BB533,,UTC1000S,IDLE,,,,,,AAB054TN1005A,,,2022/5/17 07:43,,,,,,,,3000M,TA-A7,05/28/2022 MP,2200,,,R19ABFB05,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,,
BB534,,UTC1000S,RUNNING,R19ABFB06,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,42636,2022/5/16 21:47,2022/5/17 08:05,WINBOND,TSOP2-54ME,62023J500ZZ,,279.6886,,3000M,TA-A7,05/29/2022 MP,2200,1091A07T21,,R19ABFA02,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,2022/5/17 08:05,39259.61667
BB535,,UTC1000S,RUNNING,R20MSEM10,,2200,048TWMS080,M70M1WP1CMS3423,AMS048TW1065A,2160,40849,2022/5/17 07:09,2022/5/17 12:50,MTI,TSOP1-48AM,910136.006,,380.2036,,3000M,TA-A7,05/30/2022 MP,2200,1091A07T41,,R20MSEM03,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,,380.2036,337.7158,2022/5/17 12:50,33837.89524
BB536,,UTC1000S,RUNNING,R20MSE802,,2200,078ENMS017,Z41C1SA8CMS4454{Thick Ni},AMS078EN1005A,3600,56395,2022/5/16 16:40,2022/5/17 13:13,MTI,FBGA-78UEN,551491L.00L,,175.1896,,3000M,TA-A7,05/31/2022 MP,2200,,,R20MSE511,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,,175.1896,155.6121,2022/5/17 13:13,29386.09942
BB537,,UTC1000S,IN-REPAIR,R20CDAP04,,2200,066TNCD012,EDAA13FTSPF0-SL-5IG-DP-T2,CD066TA1007A,2880,39250,2022/5/17 07:58,2022/5/17 16:32,ETRON,TSOP2-66ME,BTL733.13ZQ.1,FE,333.9066,,3000M,TA-A7,,2200,1091A09T41,4,R20ABUJ03,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,,333.9066,296.5925,2022/5/17 16:32,8710.358333
BB538,2805,UTC1000S,IDLE,,,,,,AAB024MA6020A,,,2022/5/17 07:37,,,,,,,,3000M,TA-A1,,2200,,,R20ABTR03,MBGA24D6U,WINBOND,AAB024MA6020A,1091A07T21,,1298.6496,1153.5255,,
BB539,,UTC1000S,IDLE,,,,,,AMS096EC1002A,,,2022/5/16 09:12,,,,,,,,3000M,TA-A1,,2200,,,R19MSI104,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,281.9699,250.4597,,
BB540,,UTC1000S,RUNNING,R20CDA107,,2200,054MFCD002,EDC305FBM0F0-GL-6IH-DP-00,ACD054MF2001A,4019,41129,2022/5/16 19:55,2022/5/17 08:41,ETRON,MBGA54A2L,BTN965.11.1,,315.7495,,3000M,TA-A1,,2200,,,R19NVVB01,TSOP1-48MR-C,PHISON,ANV048TR2025A,1091A07C21,,315.7495,280.4645,2022/5/17 08:41,18776.85833
