part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0803CB0806,	,	,	,	,	155*174,	3,	0,	3,	SH( K&s : SH( K&s : H/B:SK5538 / 01; W/C : SK5538 / 01 );; 每個BLOCK有4直3橫共12顆Die ; 2014/02/24;流水序號已到H003 ; W003,	155*174,	4,	3,	12,	SK5538/01,	SK5538/01,	H003,	W003,	NA,	NA,
	A0801CB0807,	FBGA 78L,	,	,	,	,	103,	0,	103,	須加壓板 ;SH (UTC-2000 : SK3017/01);每個BLOCK有5直6橫共30Die;2014/10/14;流水序號已到H103; W103,	7.5*10.6 mil,	5,	6,	30,	SK3017/01,	SK3017/01,	H103,	W103,	8900,	9650,
	A0801CB0808,	TSOP2-54L,	,	,	,	,	23,	0,	23,	須加壓板 ;SH (UTC-1000 : SK3018/01);每個BLOCK有1直3橫共3 Die;2014/10/10;流水序號已到H023; W023,	141*179 mil,	1,	3,	3,	SK3018/01,	SK3018/01,	H023,	W023,	2150,	2650,
	A0801CB0809,	TSOP2-66L,	,	,	,	,	33,	0,	33,	須加壓板 ;SH (UTC-1000 : SK3019/01);每個BLOCK有1直3橫共3 Die;2015/8/25;流水序號已到H038; W033,	141*179 mil,	1,	3,	3,	SK3019/01,	SK3019/01,	H038,	W033,	2150,	2650,
	A0801CB0023,	,	SOC,	SOC 60,	190*364 mil,	,	0,	0,	0,	須加壓板 ;(4.83*9.25 mm) ; Die厚度10mil(0.25 mm) ; Single Die ; 1999/9/21  ; UTC-300 H/B 5 Set,	190*364mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0032,	,	Normal (L/F),	TSOP 2-54,	,	240*418 mil,	0,	0,	0,	須加壓板; 1999/11/2  ; UTC-300 H/B 5 Set,	240*418mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0034,	,	Normal (L/F),	TSOP 2-50,	,	228*248 mil,	0,	0,	0,	須加壓板; 1999/11/2    ; UTC-300 H/B 5 Set,	228*248mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0035,	,	Normal (L/F),	TSOP 2-44,	,	150*245 mil,	0,	0,	0,	須加壓板; 1999/11/2  ; UTC-300 H/B 5 Set,	150*245mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0037,	,	LOC,	TSOP 2-44,	193*430 mil,	,	0,	0,	0,	Die厚度15mil ; 1999/5/5  ; UTC-300 H/B 5 Set,	193*430mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0043,	,	Normal (L/F),	TSOP 2-50,	,	202*335 mil,	0,	0,	0,	須加壓板;2004/05/05; UTC-300 H/B 5 Set,	202*335mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0044,	,	Normal (L/F),	TSOP 2-44/50,	,	172*327 mil,	0,	0,	0,	Inner Lead without Down Set ; 原8套;將7套改成A0801CB0062 ; 2000/3/20  ; UTC-300 H/B 1 Set,	172*327mil,	,	,	,	NA,	NA,	H001,	W001,	2200,	2700,
	A0801CB0045,	,	Normal (L/F),	TSOP 1-48,	,	270*240 mil,	0,	0,	0,	須加壓板;2004/05/05   ; UTC-300 H/B 5 Set,	270*240mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0048,	,	Normal (L/F),	SOP 8,	,	112*80 112*169 mil,	0,	0,	0,	須加壓板;2000/4/28  ; UTC-300 H/B 5 Set,	112*80112*169mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0050,	,	Normal (L/F),	TSOP 2-86,	,	230*460 mil,	0,	0,	0,	須加壓板;2000/5/5  ; UTC-300 H/B 5 Set,	230*460mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0052,	,	Normal (L/F),	TSOP 1-32,	,	240*200 mil,	6,	0,	6,	須加壓板;UTC-300有0套(ZC) ; UTC-1000有6套[上下雙排; SH(SK2163/01)] ; 轉移10套(UTC-300)給上海 ; 2004/11/19,	240*200mil,	1,	2,	2,	SK2163/01,	SK2163/01,	H006,	W006,	3450,	4200,
	A0801CB0059,	,	Normal (L/F),	TSOP 1-32,	,	345*250 mil,	0,	0,	0,	須加壓板 ; 轉移1套(UTC-300)給上海 ; 2004/11/19,	345*250mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0130,	,	Normal (L/F),	SQFP 208,	,	350*350 mil,	0,	0,	0,	SH (SK2064/01) ; 2002/8/23  ; UTC-300 H/B 1 Set,	350*350mil,	,	,	,	SK2064/01,	SK2064/01,	H001,	W001,	3450,	4200,
	A0801CB0073,	,	Normal (L/F),	TSOP 2-44/50,	,	160*260 mil,	0,	0,	0,	2000/8/24  ; UTC-300 H/B 1 Set,	160*260mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0074,	,	Normal (L/F),	TSOP 2-50,	,	140*199 mil,	0,	0,	0,	2000/8/24  ; UTC-300 H/B 1 Set,	140*199mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0803CB0660,	FBGA 54L,	,	,	,	8*12.5,	55,	0,	59,	SH( K&s : H/B:SK5553/01; W/C : SK5553/01 );每個BLOCK有5直4橫共20顆Die;2016/9/16;流水序號已到W063 ; H063,	8*12.5,	4,	5,	20,	SK5553/01,	SK5553/01,	H063,	W063,	NA,	NA,
	A0803CB0807,	FBGA 78L,	,	,	,	256*302,	104,	0,	104,	SH( K&S:H/B:SK5554/01;W/C:SK5554/02);每個BLOCK有6直5橫共30顆Die;2014/10/21;流水序號已到W113 ; H113,	256*302,	6,	5,	30,	SK5554/01,	SK5554/02,	H113,	W113,	NA,	NA,
	A0803CB0808,	TSOP II 66L,	,	,	,	126*123,	22,	0,	22,	SH( K&s : H/B:SK5555/02; W/C : SK5555/02 ); 每個BLOCK有1直3橫共3顆Die ; 2015/4/17;全面更換2度角;流水序號已到H049 ; W049,	126*123,	1,	3,	3,	SK5555/02,	SK5555/02,	H049,	W049,	NA,	NA,
	A0803CB0809,	TSOP II 66L,	,	,	,	141*179,	22,	0,	22,	SH( K&S : H/B:SK5556/02; W/C : SK5556/02 ); 每個BLOCK有1直3橫共3顆Die ; 2015/4/20;全面更換2度角;流水序號已到H047 ; W048,	141*179,	1,	3,	3,	SK5556/02,	SK5556/02,	H047,	W048,	NA,	NA,
	A0801CB0779,	TSOP2-66L,	,	,	,	,	3,	0,	3,	須加壓板 ;SH (UTC-1000 : SK3021/01) ; 每個BLOCK有2直3橫共6顆Die ; 2014/03/13;流水序號已到H003 ; W003,	185*130 mil,	2,	3,	6,	SK3021/01,	SK3021/01,	H003,	W003,	,	,
	A0801CB0810,	TSOP1-56L,	,	,	,	,	3,	0,	3,	須加壓板 ;SH (UTC-1000 : 熱壓板編號 SK3020/01) ; 每個BLOCK有1直2橫共2顆Die ; 2014/03/13;流水序號已到H003; W003,	282*341 mil,	1,	2,	2,	SK3020/01,	SK3020/01,	H003,	W003,	1900,	2400,
	A0803CB0812,	,	,	,	,	163*301,	3,	0,	3,	SH( K&S : H/B&W/C:SK5569/01); 每個BLOCK有1直5橫共5顆Die ; 2014/03/20;流水序號已到H003 ; W003,	163*301,	1,	5,	5,	SK5569/01,	SK5569/01,	H003,	W003,	NA,	NA,
	A0803CB0811,	,	,	,	,	155*174 MIL,	3,	0,	3,	SH( K&S : H/B&W/C:SK5563/01); 每個BLOCK有4直5橫共20顆Die ; 2014/03/20;流水序號已到H003 ; W003,	155*174 MIL,	4,	5,	20,	SK5563/01,	SK5563/01,	H003,	W003,	NA,	NA,
	A0801CB0024,	,	SOC,	SOC 60,	190*364 mil,	,	2,	0,	0,	須加壓板 ;(4.83*9.25 mm) ; Die厚度10mil(0.25 mm) ; Dual Die ; 2001/2  ; UTC-300 H/B 5 Set,	190*364mil,	,	,	,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0028,	,	LOC,	TSOP 2-54,	176*332 mil,	,	2,	0,	0,	Die厚度12 mil ; 2001/5/23  ; UTC-300 H/B 9 Set,	176*332mil,	,	,	,	NA,	NA,	H002,	W002,	1950,	2450,
	A0801CB0041,	,	LOC,	TSOP 2-54,	274*277 mil,	,	15,	0,	0,	2004/05/05;Die厚度15mil ; 其中15套由A0801CB0003修改而來  ; UTC-300 H/B 45 Set,	274*277mil,	,	,	,	NA,	NA,	H015,	W015,	1950,	2450,
	A0801CB0046,	,	LOC,	TSOP 2-54,	340*386 mil,	,	1,	0,	0,	2000/4/17  ; UTC-300 H/B 4 Set,	340*386mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0047,	,	Normal (L/F),	PLCC 32,	,	225*240 mil,	0,	0,	0,	須加壓板 ; 5套(for UTC-300)已轉移至華特 ; 2004/11/03,	225*240mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0061,	,	Normal (L/F),	PLCC 32,	,	225*240 mil,	0,	0,	0,	須加壓板 ; 8套(for UTC-300)已轉移至華特 ; 2004/11/03,	225*240mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0066,	,	LOC,	TSOP 2-54,	327*306 mil,	327*306 mil,	0,	0,	0,	Die厚度11.5mil ; 可由A0801CB0038代替 ; 2000/7/12,	327*306mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0069,	,	Normal (L/F),	TSOP 1-48,	,	410*410 mil,	7,	0,	7,	須加壓板 ; UTC-1000為上下兩個DIE / BLOCK ; 2005/2/15  ; UTC-300 H/B 1 Set,	410*410mil,	1,	2,	2,	NA,	NA,	H007,	W007,	3450,	4200,
	A0801CB0072,	,	Normal (L/F),	LQFP 100,	,	354*354 276*276mil,	0,	0,	0,	須加壓板 Dual Die ; 轉移1套(UTC-300)給華特 ; 2004/11/11,	354*354 276*276mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0075,	,	LOC,	TSOP 2-86,	,	241*353 mil,	0,	0,	0,	Die厚度12.5mil ; (6.13*8.97 mm) ; 2002/7/11 ; UTC-300 H/B 10 Set,	241*353mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0078,	,	LOC,	TSOP 2-54,	326*570 mil,	,	0,	0,	0,	2000/10/16  ; UTC-300 H/B 1 Set,	326*570mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0083,	,	Normal (L/F),	TSOP 2-40,	,	193*130 mil,	0,	0,	0,	2002/3/18  ; UTC-300 H/B 10 Set,	193*130mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0085,	,	Normal (L/F),	TSOP 2-50,	,	125*142 mil,	0,	0,	0,	2000/11/23  ; UTC-300 H/B 5 Set,	125*142mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0086,	,	Normal (L/F),	TSOP 2-44,	,	156*265 mil,	0,	0,	0,	2000/11/23  ; UTC-300 H/B 5 Set,	156*265mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0089,	,	LOC,	TSOP 2-54,	240*789 mil,	,	3,	0,	3,	Die厚度12.5mil ; 熱板可由A0801CB0057代替 ; 壓板可由A0801CB0014代替 ; 2000/12/7,	240*789mil,	1,	1,	1,	NA,	NA,	H003,	W003,	1950,	2450,
	A0801CB0811,	FBGA-84L,	,	,	,	,	15,	0,	15,	SH (UTC-2000/S : SK3022/01);每個BLOCK有4直5橫共20 Die;2016/10/14流水序號已到H015; W015,	8*12.5mil,	4,	5,	20,	SK3022/01,	SK3022/01,	H015,	W015,	6400,	7150,
	A0801CB0812,	FBGA-96L,	,	,	,	,	48,	0,	48,	SH(UTC-2000/S:SK3023/01);每個BLOCK有1直5橫共5顆Die;2016/4/7流水序號已到H049;W048,	9*13mil,	1,	5,	5,	SK3023/01,	SK3023/01,	H049,	W048,	2650,	3400,
	A0803CB0813,	,	,	,	,	256*302*8 MIL,	3,	0,	3,	SH( K&S : H/B&W/C:SK5570/01); 每個BLOCK有5直5橫共20顆Die ; 2014/04/02;流水序號已到H003 ; W003,	256*302*8 MIL,	5,	5,	25,	SK5570/01,	SK5570/01,	H003,	W003,	NA,	NA,
	A0803CB0815,	,	,	,	,	176*284*7 MIL,	3,	0,	3,	SH( K&S : H/B&W/C:SK5575/01); 每個BLOCK有1直8橫共8顆Die ; 2014/04/02;流水序號已到H003 ; W003,	176*284*7 MIL,	1,	8,	8,	SK5575/01,	SK5575/01,	H003,	W003,	NA,	NA,
	A0801CB0813,	FBGA-96L,	,	,	,	,	56,	0,	56,	SH (UTC-2000/S : SK3024/01) ; 每個BLOCK有5直5橫共25顆Die ; 2016/5/4;流水序號已到H056;W056,	7.5*13.5mil,	5,	5,	25,	SK3024/01,	SK3024/01,	H056,	W056,	7650,	8400,
	A0801CB0814,	FBGA-78L,	,	,	,	,	23,	0,	23,	須加壓板 ;SH (UTC-2000/S : SK3025/01) ; 每個BLOCK有5直5橫共25顆Die ; 2013/05/19;流水序號已到H023 ; W023,	9*13.2mil,	5,	5,	25,	SK3025/01,	SK3025/01,	H023,	W023,	9050,	8400,
	A0801CB0815,	VFBGA-90L,	,	,	,	,	10,	0,	10,	SH (UTC-2000/S : SK3026/01) ; 每個BLOCK有1直8橫共8顆Die ; 2019/03/11;流水序號已到H010 ; W010,	8*13mil,	1,	8,	8,	SK3026/01,	SK3026/01,	H010,	W010,	4150,	4150,
	A0801CB0816,	LGA-12L,	,	,	,	,	3,	0,	3,	須加壓板; SH(UTC-2000/S : 熱壓板SK3027/01)，每個BLOCK有24直23橫共552顆Die ; 2014/04/03 ; 流水序號已到H003 ; W003,	2*2mil,	24,	23,	552,	SK3027/01,	SK3027/01,	H003,	W003,	8850,	2400,
	A0801CB0148,	,	LOC,	TSOP 2-86,	169*279 mil,	,	6,	0,	6,	SH(UTC-300 SK2146/01(已不使用);UTC-1000 SK2160/01) ; 須加壓板 Die 15mil ; 2005/4/11,	169*279mil,	2,	1,	2,	SK2160/01,	SK2160/01,	H006,	W006,	1950,	2450,
	A0801CB0149,	,	Normal (L/F),	TSOP 1-32,	,	134*154 mil,	0,	0,	0,	須加壓板 ; 轉移3套(UTC-300)給上海 ; 2004/11/19,	134*154mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0150,	,	LOC,	TSOP 2-66,	236*444 mil,	,	40,	0,	40,	須加壓板 ;2005/11/23;UTC-1000熱板40pcs與UTC300熱版19pcs不能互用; PS:2008/01/2已補齊,	236*444mil,	2,	3,	6,	NA,	NA,	H040,	W040,	2950,	3450,
	A0801CB0151,	,	Normal (L/F),	LQFP 100,	,	228*429 mil,	4,	0,	4,	須加壓板 ; UTC-1000有4套[SH(SK2168/01)]; UTC-300有0套[SH(SK2105/01)]; ; 轉移2套(UTC-300)給華特 ; 2004/11/11,	228*429mil,	1,	1,	1,	SK2168/01,	SK2168/01,	H004,	W004,	1950,	2450,
	A0801CB0155,	,	LOC,	TSOP 2-54,	165*275,	,	0,	0,	0,	2004/05/05;須加壓板 SH(SK2110/02) 232*229 & 165*275共用  ;UTC-300 H/B 20 Set,	165*275,	,	,	,	SK2179/01,	SK2179/01,	H001,	W001,	1950,	2450,
	A0801CB0152,	,	SOC Matrix,	SOC 60 Matri,	274*277 mil,	,	0,	0,	0,	2003/10/15  ;UTC-300 H/B 1 Set,	274*277mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0154,	,	LOC,	TSOP 2-54,	146*333 mil,	,	0,	0,	0,	須加壓板 ; Die厚度14mil (No.160為11mil) ; 其中二套由No.160修改 ; 2004/8/18  ;UTC-300 H/B 5 Set,	146*333mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0153,	,	LOC,	TSOP 2-86,	232*228 mil,	,	0,	0,	0,	SH (SK2108101/201) ; 2003/10/09  ;UTC-300 H/B 3 Set,	232*228mil,	,	,	,	SK2108/01,	SK2108/01,	H001,	W001,	3450,	4200,
	A0801CB0157,	,	LOC,	TSOP 2-54,	317*280,	,	0,	0,	0,	須加壓板 ;2003/12/05  ;UTC-300 H/B 1 Set,	317*280,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0156,	ST-BGA 56L,	,	,	,	155*148*6 mil,	5,	0,	5,	須加壓板 ; SH (UTC-1000 : H/B :SK2673/01 ; W/C :SK2673/02) ; 每個BLOCK有4直7橫共28顆Die ; 2011/04/01流水序號已到W056 ; H055; 2010/12/14 PE劉志益拿去修改測試 ; 故該塊壓板除帳; 已補齊,	155*148*6mil/155*148*6mil,	4,	7,	28,	SK2673/01,	SK2673/02,	H055,	W056,	8450,	3950,
	A0801CB0158,	,	SOC,	SOC 84,	367*389 mil,	,	0,	0,	0,	需加壓板;2004/05/14;一套寄榮精修改成A0801CB0172  ;UTC-300 H/B 1 Set,	367*389mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0160,	,	 LOC,	TSOP 2-54,	146*333*11mil,	,	0,	0,	0,	須加壓板 ; 11mil (No.154為14mil) ; 其中3套修改為No.154 ; 其中7套修改為No.163,	146*333*11mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0165,	,	Normal (L/F),	TSOP 2-50,	,	124*171,	0,	0,	0,	須加壓板;2004/04/28;SH(SK2142/01)2004/5/4  ;UTC-300 H/B 5 Set,	124*171,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0159,	,	SOC,	SOC 60 三排,	212*383*12mil,	,	9,	0,	9,	須加壓板 ; 一個BLOCK共15(3橫5直)顆DIE ;UTC-300報廢; 2002/2/21,	212*383*12mil,	5,	3,	15,	NA,	NA,	H009,	W009,	3450,	4200,
	A0801CB0164,	,	LOC,	TSOP 2-86,	232*228,	,	3,	0,	3,	SH(UTC-300 : SK2136/01 ; UTC-1000 : SK2214/01) ; 232*228 131*227 ; 2005/5/16,	232*228,	2,	1,	2,	SK2180/01,	SK2180/01,	H003,	W003,	1950,	2450,
	A0801CB0167,	,	LOC,	TSO2-86,	190*310,	,	0,	0,	0,	須加壓板 2004/04/28  ;UTC-300 H/B 3 Set,	190*310,	,	,	,	NA,	NA,	H001,	W001,	2200,	2700,
	A0801CB0172,	,	FBGA 60,	FBGA 60,	367*389,	,	2,	0,	2,	須加壓板 ; X>200 mil ; Y>300 mil ; DIE厚度11.8mil ; 有些舊型熱壓板會有嚴重誤偵測問題;目前只保留一套新設計的熱壓板;其餘報廢 ; 2004/11/15,	367*389,	5,	2,	10,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0170,	,	FBGA60L,	FBGA 60,	208*440,	,	18,	0,	18,	須加壓板 ; X>200 mil ; Y>200 mil ; DIE厚度11.8mil (熱板凹槽總深度310 um) ; 2005/3/8,	208*440,	5,	2,	10,	NA,	NA,	H018,	W018,	3450,	4200,
	A0801CB0171,	,	FBGA60L,	FBGA 60,	208*440,	,	7,	0,	7,	須加壓板 ; X>100 mil ; Y>100 mil ; DIE厚度11.8mil (熱板凹槽總深度310 um) ; 2004/9/22,	208*440,	5,	2,	10,	NA,	NA,	H007,	W007,	3450,	4200,
	A0801CB0174,	,	Normal (L/F),	TSOP II 44L,	,	190*344,	1,	0,	1,	需加壓板;2004/06/14;SH(SK2153/01)  ;UTC-300 H/B 5 Set,	190*344,	2,	1,	2,	SK2154/01,	SK2154/01,	H001,	W001,	3450,	4200,
	A0801CB0173,	,	Normal (L/F),	TSOP I 48L,	,	483*287,	1,	0,	1,	需加壓板;2004/06/11;SH(SK2152/01)  ;UTC-300 H/B 5 Set,	483*287,	1,	2,	2,	SK2152/01,	SK2152/01,	H001,	W001,	3450,	4200,
	A0801CB0181,	,	FBGA 84 MTX,	FBGA 84 M,	X>200 ; Y>300,	,	1,	0,	1,	須加壓板 ; X>200 mil ; Y>300 mil ; 每個BLOCK有2直4橫共8顆Die ; 2005/12/08,	 X>200;Y>300 ,	2,	4,	8,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0176,	,	Normal (L/F),	TSOP 2-50,	,	200*136 mil,	5,	0,	5,	須加壓板 ; UTC-300與UTC-1000熱壓板(各5套)不能互用;SH( UTC-300:SK2173/01 ; UTC-1000:SK2174/01) ; 2004/9/14  ;UTC-300 H/B 5 Set,	200*136mil,	2,	3,	6,	SK2174/01,	SK2174/01,	H005,	W005,	3450,	4200,
	A0801CB0177,	,	LOC,	TSOP 2-54,	232*228 mil,	,	7,	0,	7,	須加壓板 ; UTC-300與UTC-1000熱壓板不能互用 ; SH( UTC-300:SK2176/01 ; UTC-1000:SK2177/01 ) ; 2004/9/15  ;UTC-300 H/B 3 Set,	232*228mil,	2,	3,	6,	SK2177/01,	SK2177/01,	H007,	W007,	1950,	2450,
	A0801CB0178,	,	FBGA 60,	FBGA 60,	X>300;Y>300,	,	15,	0,	15,	須加壓板 ; SH(SK2255/01); Die厚度8 mil ; 3直4橫12顆Die ; 2005/10/26全面更新熱壓板有壓條式 ; 2005/10/26,	 X>300;Y>300 ,	3,	4,	12,	SK2255/01,	SK2255/01,	H016,	W016,	3450,	4200,
	A0803CB0346,	QFN 56L,	,	,	,	248*248,	12,	0,	13,	SH(K&S :H/B: SK1212/01;W/C:SK1212/01) ; 每個BLOCK有2直6橫共12顆Die ; 2020/01/06;流水號已至H033; W013,	248*248,	2,	6,	12,	SK1212/01,	SK1212/01,	H033,	W013,	NA,	NA,
	A0801CB0179,	,	Normal (L/F),	TSOP 1-48,	,	330*260mil,	4,	0,	4,	須加壓板 ; SH( UTC-300:SK2181/01 ; UTC-1000:SK2182/01 ) ; 2004/9/27  ;UTC-300 H/B 1 Set,	330*260mil,	1,	2,	2,	SK2182/01,	SK2182/01,	H004,	W004,	3450,	4200,
	A0801CB0180,	,	Normal (L/F),	TSOP 1-48,	,	511*367mil,	9,	0,	9,	須加壓板 ; SH( UTC-300:SK2183/02 ; UTC-1000:SK2184/02 ) ; 2006/01/27  ;UTC-300 H/B 1 Set,	511*367mil,	1,	2,	2,	SK2184/02,	SK2184/01,	H009,	W009,	3450,	4200,
	A0801CB0184,	,	Normal (L/F),	TSOP I 48,	,	118 mil,	26,	0,	26,	SH( UTC-1000 : H/B:SK2187/01 ; W/C:SK2187/03 ) ; 2007/05/28流水序號到 H028;W028,	118mil,	1,	2,	2,	SK2187/01,	SK2187/03,	H028,	W028,	3450,	4200,
	A0801CB0185,	,	FBGA 60,	FBGA 60 M,	X>200;Y>300,	,	10,	0,	10,	須加壓板 ; X>200 mil ; Y>300 mil ; Die厚度11.8 mil ; 每個BLOCK有4行(直)3列(橫)共12顆Die ; 2007/06/08,	 X>200;Y>300 ,	4,	3,	12,	NA,	NA,	H010,	W010,	3450,	4200,
	A0801CB0186,	,	FBGA 60,	FBGA 60 M,	X>200;Y>300,	,	31,	0,	31,	須加壓板 ; X>200 mil ; Y>300 mil ; Die厚度11.8 mil ; 每個BLOCK有4行(直)3列(橫)共12顆Die ; 2007/06/08,	 X>200;Y>300 ,	4,	3,	12,	NA,	NA,	H031,	W031,	3450,	4200,
	A0801CB0187,	,	FBGA 60 MTX,	FBGA 60 M,	X*Y*11.8 mil,	,	2,	0,	2,	須加壓板 ; X>180 mil ; Y>300 mil ; Die厚度11.8 mil ; 每個BLOCK有3行(直)3列(橫)共9顆Die ; 2004/12/30,	X*Y*11.8mil,	3,	3,	9,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0188,	,	FBGA 84,	FBGA 84 MTX,	X>200 ; Y>300,	,	2,	0,	2,	須加壓板 ; X>200 mil ; Y>300 mil ; Die厚度11.8 mil ; 每個BLOCK有3行(直)3列(橫)共9顆Die ; 2005/2/2,	 X>200;Y>300 ,	3,	3,	9,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0257,	,	Normal (L/F),	QFN 20,	142*142 mil,	,	2,	0,	2,	須加壓板 ; 每個BLOCK有2直9橫共18顆Die ; 2006/07/05,	142*142mil,	2,	9,	18,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0189,	,	FBGA 60 MTX,	FBGA 60/80 M,	X>300;Y>300 10mil,	,	53,	0,	53,	須加壓板 ; Die厚度11.8 mil (05/12/7 7set改為Die厚度10 mil) ; 每個BLOCK有2直4橫共8顆Die ; 2007/04/04,	 X>300;Y>300 10mil ,	2,	4,	8,	NA,	NA,	H053,	W053,	3450,	4200,
	A0801CB0190,	,	Normal (L/F),	TSOP 1-48,	,	511*367 mil,	2,	0,	2,	須加壓板 ; SH(UTC-1000 : SK2223/01) ; 2005/06/16,	511*367mil,	1,	2,	2,	SK2223/01,	SK2223/01,	H002,	W002,	3450,	4200,
	A0801CB0191,	,	Normal (L/F),	TSOP 1-48,	,	190*250 mil,	23,	0,	23,	須加壓板 ; 每個BLOCK有1直2橫共2顆Die ; SH(UTC-1000 : SK2277/01) ; 2006/09/26,	190*250mil,	1,	2,	2,	SK2277/01,	SK2277/01,	H023,	W023,	3450,	4200,
	A0801CB0193,	,	Normal (L/F) MTX,	TSOP 1-48 M,	,	190*250 mil,	25,	0,	25,	SH(UTC-1000 : SK2228/02) ; 2007/07/06 ; 製程慧如於2014/09/03決定熱板保留02版使用.壓板保留02版使用,	190*250mil,	2,	3,	6,	SK2228/02,	SK2228/02,	H035,	W035,	3450,	4200,
	A0801CB0195,	,	FBGA 84 MTX,	FBGA 84 M,	X>300;Y>300 8mil,	,	2,	0,	2,	須加壓板 ; Die厚度11.8 mil ; 每個BLOCK有3行(直)4列(橫)共12顆Die ; 2005/08/09,	 X>300;Y>300 8mil ,	3,	4,	12,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0194,	,	FBGA 60 MTX,	FBGA 60 M,	X>280;Y>280 10mil,	,	1,	0,	1,	須加壓板 ; Die厚度10 mil ; 每個BLOCK有2行(直)4列(橫)共8顆Die ; 2005/08/09,	 X>280;Y>280 10mil ,	2,	4,	8,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0196,	,	FBGA 60 MTX,	FBGA 60 M,	X>300;Y>300 10mil,	,	1,	0,	1,	須加壓板 ; Die厚度10 mil ; 每個BLOCK有2行(直)4列(橫)共8顆Die ; 2005/08/25,	 X>300;Y>300 10mil ,	2,	4,	8,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0197,	,	FBGA 60 MTX,	FBGA 60 M,	X>300;Y>300 10mil,	,	2,	0,	2,	須加壓板 ; Die厚度10 mil ; 每個BLOCK有4行(直)3列(橫)共12顆Die ; 2005/9/7,	 X>300;Y>300 10mil ,	4,	3,	12,	NA,	NA,	H002,	W002,	3450,	4200,
	A0801CB0199,	,	Normal (L/F),	TSOP 1-48 M,	,	520*390mil,	1,	0,	1,	須加壓板 ; 每個BLOCK有1行(直)2列(橫)共2顆Die ; 2005/9/7,	520*390mil,	1,	2,	2,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0204,	,	Normal (L/F),	LQFP 48,	,	205*205 mil,	17,	0,	17,	須加壓板 ; SH(UTC-300:SK2243/01;UTC-1000:SK2256/01) ; 2005/12/21 ;UTC-300 H/B 3 Set; 2010/12/05熱板損壞1 PCS ; 已於2010/12/05補齊;2011/11/29熱板損壞4pcs，已補齊,	205*205mil,	2,	3,	6,	SK2256/01,	SK2256/01,	H024,	W024,	3450,	4200,
