¦C¼Æ,pin_package,bd_id,product,da_out,da_act,wb_out,wb_act,cure_out,cure_act,
208,	FCBGA84A4G  ,	AAB084UN2001A       ,	084UNAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
209,	VFBGA90B4U  ,	AAB090NC7001A       ,	090NCAB017               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
210,	FBGA96UEF3-2,	AAB096EF3001A       ,	096EFAB009               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
211,	VFBGA178JEU ,	AAB178NN2001A       ,	178NNAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
212,	FBGA-84UC(2),	AYZ084CC2003A       ,	084UCYZ003               ,	0.00,	0.00,	5.54,	0.00,	0.00,	0.00,
213,	WLCSP       ,	ENG                 ,	000IABW052               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
214,	WLCSP       ,	                    ,	000IABW064               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
215,	WLCSP       ,	                    ,	000IABW074               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
216,	WLCSP       ,	                    ,	000IABW143               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
217,	MAT         ,	,	0008WPRT001              ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
218,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
219,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI040               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
220,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI067               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
221,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI079               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
222,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI097               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
223,	FCDFN-08Y72D,	ANI008Y71001C       ,	008Y7NI030               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
224,	FCDFN-08YZ2A,	ANI008YZ1001D       ,	008YZNI044               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
225,	FCDFN-08YZ2A,	ANI008YZ1001D       ,	008YZNI048               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
226,	QFN-10YK2A  ,	ANI010YK3001A       ,	010YKNI054               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
227,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI048               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
228,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI053               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
229,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI120               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
230,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI139               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
231,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI143               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
232,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI190               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
233,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI054               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
234,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI075               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
235,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI133               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
236,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI135               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
237,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI145               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
238,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI148               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
239,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI151               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
240,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI187               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
241,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI210               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
242,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI211               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
243,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI219               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
244,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI244               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
245,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI267               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
246,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI280               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
247,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI327               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
248,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI346               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
249,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI351               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
250,	TSOP1-56/56 ,	AGA056TH2002A       ,	056THYU003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
251,	FPSTLGA44YBV,	AHQ0442J3005A       ,	0442JHQ027               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
252,	WLCSP       ,	ENG                 ,	000IACM120ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
253,	uSD08AQV    ,	ANV0086A1058A       ,	0086ACM130ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
254,	DFN08YQ3AW  ,	AAB008YQ3022A       ,	008YQCME72ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
255,	FPSTLGA44r6V,	AHQ0445T2001B       ,	0445TCM003ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
256,	FBGA-78UEA  ,	ABU078EA4001A       ,	078EACM004ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
257,	STBGA153JAVT,	ANV153XT9103A       ,	153XTCM124ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
258,	MAT         ,	                    ,	0008WCD015               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
259,	VTLGA08J4U  ,	AAS008DR1029A       ,	008DRAS016               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
260,	DFN-08YQ2A  ,	AAS008YQ2001B       ,	008YQAS021               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
261,	DFN-08YQ2AW ,	AAS008YQ2016A       ,	008YQAS032               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
262,	MAT         ,	ENG                 ,	0008WVE001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
263,	MINIBGA48A1 ,	BU048MA2013B        ,	048MABU063               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
264,	MINIBGA48A1 ,	BU048MW2005C        ,	048MWBU004               ,	0.00,	0.00,	5.57,	0.00,	0.00,	0.00,
265,	FBGA-96UEF  ,	ABU096EF2001A       ,	096EFBU001               ,	0.00,	0.00,	67.85,	4.96,	0.00,	0.00,
266,	DFN-08Y62D  ,	ABU008Y62012A       ,	008Y6VG013               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
267,	DFN-08YQ2A  ,	ABU008YQ2005A       ,	008YQVG003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
268,	DFN-08YQ2A  ,	ABU008YQ2002A       ,	008YQVG006               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
269,	MBGA24J4U   ,	ABU024MAA007A       ,	024MAVG026               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
270,	FBGA-78U9   ,	AMS078C93001B       ,	078U9MS017               ,	0.00,	13.44,	78.78,	6.72,	0.00,	14.41,
271,	VFBGA90K8L  ,	AMS090NC4003A       ,	090NCMS008               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
272,	DFN-08YM2D  ,	AAW008YM2003A       ,	008YMAW019               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
273,	SSLGA16DOU  ,	AAW016D53004A       ,	016D5AW011               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
274,	MINIBGA24A3L,	AAW024MA6016B       ,	024MAAW030               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
275,	MINIBGA24A4L,	AAW024MA6031B       ,	024MAAW059               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
276,	TSOP1-48/48M,	AAW048TP1085A       ,	048TPAW199               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
277,	MAT         ,	                    ,	0008WNV366               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
278,	MAT         ,	                    ,	0008WNV425               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
279,	MAT         ,	                    ,	0008WNV445               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
280,	SMT         ,	ANV0086A1065A       ,	000SNV295                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
281,	uSD08AQV-C  ,	ANV0086A1069A       ,	0086ANV162               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
282,	uSD08AQV-C  ,	ANV0086A1078A       ,	0086ANV211               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
283,	uSD08AQV-C  ,	ANV0086A1081A       ,	0086ANV213               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
284,	uSD08AQV-C  ,	ANV0086A1061A       ,	0086ANV215               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
285,	STBGA345NBC ,	ANV345XTG002A       ,	345XTNV080               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
286,	STBGA345FBC ,	ANV345XTC011A       ,	345XTNV085               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
287,	WLCSP       ,	                    ,	000IAAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
288,	DFN-08YQ2A  ,	AAB008YQ2038A       ,	008YQAB088               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
289,	VFBGA60B4L  ,	AAB060NR1006A       ,	060NRAB010               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
290,	MBGA84J3U   ,	AAB084RB2001A       ,	084RBAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
291,	FBGA96UEL(2),	AAB096EL1012A       ,	096ELAB043               ,	0.00,	0.00,	4.89,	0.00,	0.00,	0.00,
292,	VFBGA134BFU ,	AAB134N94001A       ,	134N9AB006               ,	0.00,	0.00,	0.00,	4.98,	0.00,	0.00,
293,	VFBGA178JEU ,	AAB178NN2001A       ,	178NNAB007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
294,	FBGA-96UEI  ,	AYZ096EI1001A       ,	096EIYZ002               ,	0.00,	0.00,	8.81,	0.00,	0.00,	0.00,
295,	WLCSP-WAFER ,	                    ,	000IABW093               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
296,	WLCSP-WAFER ,	                    ,	000IABW105               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
297,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI081               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
298,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI089               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
299,	FCDFN-08Y72D,	ANI008Y71001C       ,	008Y7NI034               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
300,	FCDFN-09YZ2A,	ANI009YZ1001A       ,	009YZNI011               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
301,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI051               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
302,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI059               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
303,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI127               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
304,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI138               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
305,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI147               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
306,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI155               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
307,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI160               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
308,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI166               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
309,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI170               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
310,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI194               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
311,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI030               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
312,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI041               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
313,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI058               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
314,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI108               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
315,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI111               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
316,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI124               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
317,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI131               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
318,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI150               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
319,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI154               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
320,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI158               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
321,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI201               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
322,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI254               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
323,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI281               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
324,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI299               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
325,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI303               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
326,	FPSLGA22BJV ,	AHQ0225S1002A       ,	0225SHQ006               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
327,	FPSTLG34AW4V,	AHQ0345V1001A       ,	0345VHQ009               ,	4.02,	0.00,	7.50,	0.00,	0.00,	0.00,
328,	WLCSP       ,	                    ,	000IACM163ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
329,	VTLGA08J4U  ,	AAS008DR1005B       ,	008DRCME17ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
330,	DFN-08YM2G  ,	ABU008YM2012A       ,	008YMCM104ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
331,	DFN-08YQ2A  ,	AAB008YQ2037A       ,	008YQCME30ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
332,	LQFP-48F    ,	ABW048LF1018A       ,	048LFCM023ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
333,	FBGA-78UEN  ,	ATF078EN1001B       ,	078ENCM018ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
334,	STBGA132G4U ,	ANV132X2A021A       ,	132X2CME60ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
335,	FBGA-84UC(2),	ACD084CC2002A       ,	084UCCD006               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
336,	FBGA96UEL(2),	ACD096EL1002A       ,	096ELCD002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
337,	VTLGA08J4U  ,	AAS008DR2002A       ,	008DRAS014               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
338,	DFN-08YQ3AW ,	AAS008YQ2044A       ,	008YQAS052               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
339,	FBGA-84UC   ,	AAS084CC2011A       ,	084UCAS104               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
340,	MAT         ,	                    ,	0008WVE020               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
341,	STDFN-08YD2E,	AVE008YD2002A       ,	008YDVE004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
342,	WLCSP       ,	                    ,	000IAQR039               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
343,	SSBGA153JAVT,	ASS153XT9007A       ,	153XTSS015               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
344,	MINIBGA48J3U,	ABU048MA7004A       ,	048MABU066               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
345,	VFBGA54B4   ,	ABU054NB2004C       ,	054NBBU006               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
346,	FBGA-84UC(2),	ABU084CC2001C       ,	084UCBU004               ,	18.66,	0.00,	25.14,	0.00,	0.00,	0.00,
347,	FBGA-84UC(2),	ABU084CC2003B       ,	084UCBU005               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
348,	VFBGA90B4L  ,	ABU090NC8002B       ,	090NCBU014               ,	29.68,	1.74,	0.00,	0.00,	0.00,	0.00,
349,	DFN-08YM2D  ,	ABU008YM2002A       ,	008YMVG004               ,	130.27,	0.00,	95.56,	0.00,	0.00,	32.00,
350,	DFN-08YQ2A  ,	ABU008YQ2009A       ,	008YQVG015               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
351,	MBGA24J4U   ,	ABU024MA6011A       ,	024MAVG010               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
352,	STBGA24J4U  ,	ABU024XJ6003A       ,	024XJVG009               ,	0.00,	0.00,	28.81,	0.00,	0.00,	0.00,
353,	STBGA24J4U  ,	ABU024XW3011B       ,	024XWVG005               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
354,	STBGA100D4U ,	ABU100X69004A       ,	100X6VG004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
355,	TSOP1-48A2  ,	AOK048TV1029A       ,	048TVOK056               ,	17.91,	0.00,	0.00,	0.00,	0.00,	0.00,
356,	FCBGA49AMF  ,	AST049UL1001A       ,	049ULST003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
357,	FBGA-96UEC  ,	AMS096EC3001B       ,	096ECMS013               ,	0.00,	0.00,	106.96,	0.00,	0.00,	7.96,
358,	MAT         ,	                    ,	0008WLW045               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
359,	MAT         ,	                    ,	0008WAW083               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
360,	DFN-08YQ3AW ,	AAW008YQ3004A       ,	008YQAW001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
361,	MINIBGA24A3L,	AAW024MA6036A       ,	024MAAW065               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
362,	TSOP1-48/M2 ,	AAW048TP1041B       ,	048TPAW086               ,	362.87,	0.72,	162.45,	1.44,	0.00,	0.00,
363,	MAT         ,	                    ,	0008WNV446               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
364,	MAT         ,	                    ,	0008WNV513               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
365,	uSD08AQV-C  ,	ANV0086A1065A       ,	0086ANV209               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
366,	uSD08AQV-C  ,	ANV0086A1070A       ,	0086ANV219               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
367,	SSBGA153GEV ,	ANV153XT9078A       ,	153XTNV128               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
368,	STBGA345FAV ,	ANV345XTE001A       ,	345XTNV076               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
369,	DFN08YQ3AW  ,	AAB008YQ3022A       ,	008YQAB115               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
370,	TSOP1-48AM2 ,	AAB048TW2009A       ,	048TWAB019               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
371,	FBGA-84UC2H ,	AAB084CC9002A       ,	084UCAB028               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
372,	FBGA96UEL(2),	AAB096EL1003A       ,	096ELAB016               ,	0.00,	0.00,	148.25,	0.00,	0.00,	0.00,
373,	MAT         ,	                    ,	0008WGJ082               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
374,	WLCSP       ,	ENG                 ,	000IABW036               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
375,	WLCSP       ,	                    ,	000IABW067               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
376,	WLCSP       ,	                    ,	000IABW075               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
377,	QFN-32YB1A  ,	ABW032YB1005B       ,	032YBBW010               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
378,	MBGA24J3U   ,	AQW024MAA014A       ,	024MAQW016               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
379,	MBGA24J3U   ,	AQW024MAA017A       ,	024MAQW017               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
380,	MBGA90A3L   ,	AQW090MV1017A       ,	090MVQW032               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
381,	MAT         ,	,	0008WLAS001              ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
382,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI024               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
383,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI047               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
384,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI069               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
