,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
144,144,ASS153XT9007A,AHQ0442J3006A,823.0,BBA16,MC,R14SSEB19,R14HQDW01,BBA16_1,739.0,2022-04-06 20:24:00,2022-04-06 21:48:00,7617.08,2022-04-06 20:24:00,2022-04-06 21:48:00
145,145,ASS153XT9007A,AHQ0442J3006A,6.0,BBA20,MC,R14SSEA32B,R14HQE511,BBA20_1,-78.0,2022-04-06 06:47:00,2022-04-06 08:11:00,7617.08,2022-04-06 06:47:00,2022-04-06 08:11:00
146,146,ASS153XT9007A,AHQ0225N1002A,688.0,BBA24,MC,R14SSEA31,R14HQDR02,BBA24_1,604.0,2022-04-06 18:09:00,2022-04-06 19:33:00,7617.08,2022-04-06 18:09:00,2022-04-06 19:33:00
147,147,ASS153XT9007A,AHQ0442J3006A,461.0,BBA29,MC,R14SSEB28,R14HQDX08,BBA29_1,377.0,2022-04-06 14:22:00,2022-04-06 15:46:00,7617.08,2022-04-06 14:22:00,2022-04-06 15:46:00
148,148,AAB054TN1004A,AAW048TP1008B,2278.442542,BBB04,"CWN,SC",R14ABRS11,R14AWBS33,BBB04_4,2158.442542,2022-04-07 20:03:26,2022-04-07 22:03:26,7620.91,2022-04-07 20:03:26,2022-04-07 22:03:26
149,149,AAW024XJ6010B,AAW048TP1008B,2208.299197,BBB05,"CWN,SC",R14AWC301,R14AWBS27,BBB05_3,2088.299197,2022-04-07 18:53:17,2022-04-07 20:53:17,7620.91,2022-04-07 18:53:17,2022-04-07 20:53:17
150,150,AUL054TN1003A,AAW064MR1007A,240.0,BBB07,"CWN,SC",R14ULA302,R14AWBC05,BBB07_1,120.0,2022-04-06 10:05:00,2022-04-06 12:05:00,7628.269999999999,2022-04-06 10:05:00,2022-04-06 12:05:00
151,151,AAW064MR1007A,AAW024MA6006C,1146.920445,BBB07,"CWN,SC",R14AWBH01,R14AWBE05,BBB07_3,1026.920445,2022-04-07 01:11:55,2022-04-07 03:11:55,7617.3,2022-04-07 01:11:55,2022-04-07 03:11:55
152,152,ANV132X2A021B,AAB060NR1004B,293.0,BBB09,MC,R80CMLM01,R14ABQ401,BBB09_1,209.0,2022-04-06 11:34:00,2022-04-06 12:58:00,7617.62,2022-04-06 11:34:00,2022-04-06 12:58:00
153,153,AAB060EM2001A,ACD008DR1031A,-110.0,BBB14,"CWN,SC",R14ABNZ02,R14CDBV10,BBB14_1,-230.0,2022-04-06 04:15:00,2022-04-06 06:15:00,7617.08,2022-04-06 04:15:00,2022-04-06 06:15:00
154,154,ACD008DR1031A,ACS054TS1005A,1694.452047,BBB14,"CWN,SC",R14CDBV02,R14CSGH04,BBB14_3,1574.452047,2022-04-07 10:19:27,2022-04-07 12:19:27,7617.08,2022-04-07 10:19:27,2022-04-07 12:19:27
155,155,AAB024MAA019A,AAB024XJ6009A,120.0,BBB15,"CWN,SC",,R15ABAW05,BBB15_1,0.0,2022-04-06 08:05:00,2022-04-06 10:05:00,7622.19,2022-04-06 08:05:00,2022-04-06 10:05:00
